customer_id,customer_name,segment,industry,state,signup_date,status,account_manager
C00734,Customer-00734,Mid-Market,Logistics,TX,2021-02-06,active,AM-059
C00735,Customer-00735,SMB,Energy,NY,2022-03-07,active,AM-060
C00736,Customer-00736,Startup,Education,FL,2023-04-08,active,AM-061
C00737,Customer-00737,Enterprise,Manufacturing,IL,2024-05-09,active,AM-062
C00738,Customer-00738,Mid-Market,Healthcare,WA,2025-06-10,active,AM-063
C00739,Customer-00739,SMB,Finance,MA,2020-07-11,active,AM-064
C00740,Customer-00740,Startup,Retail,CO,2021-08-12,active,AM-065
C00741,Customer-00741,Enterprise,Technology,NC,2022-09-13,churned,AM-066
C00742,Customer-00742,Mid-Market,Logistics,GA,2023-10-14,active,AM-067
C00743,Customer-00743,SMB,Energy,AZ,2024-11-15,active,AM-068
C00744,Customer-00744,Startup,Education,VA,2025-12-16,active,AM-069
C00745,Customer-00745,Enterprise,Manufacturing,CA,2020-01-17,active,AM-070
C00746,Customer-00746,Mid-Market,Healthcare,TX,2021-02-18,active,AM-071
C00747,Customer-00747,SMB,Finance,NY,2022-03-19,active,AM-072
C00748,Customer-00748,Startup,Retail,FL,2023-04-20,active,AM-073
C00749,Customer-00749,Enterprise,Technology,IL,2024-05-21,active,AM-074
C00750,Customer-00750,Mid-Market,Logistics,WA,2025-06-22,active,AM-075
C00751,Customer-00751,SMB,Energy,MA,2020-07-23,active,AM-001
C00752,Customer-00752,Startup,Education,CO,2021-08-24,active,AM-002
C00753,Customer-00753,Enterprise,Manufacturing,NC,2022-09-25,active,AM-003
C00754,Customer-00754,Mid-Market,Healthcare,GA,2023-10-26,active,AM-004
C00755,Customer-00755,SMB,Finance,AZ,2024-11-27,active,AM-005
C00756,Customer-00756,Startup,Retail,VA,2025-12-28,active,AM-006
C00757,Customer-00757,Enterprise,Technology,CA,2020-01-01,active,AM-007
C00758,Customer-00758,Mid-Market,Logistics,TX,2021-02-02,active,AM-008
C00759,Customer-00759,SMB,Energy,NY,2022-03-03,active,AM-009
C00760,Customer-00760,Startup,Education,FL,2023-04-04,churned,AM-010
C00761,Customer-00761,Enterprise,Manufacturing,IL,2024-05-05,active,AM-011
C00762,Customer-00762,Mid-Market,Healthcare,WA,2025-06-06,active,AM-012
C00763,Customer-00763,SMB,Finance,MA,2020-07-07,active,AM-013
C00764,Customer-00764,Startup,Retail,CO,2021-08-08,active,AM-014
C00765,Customer-00765,Enterprise,Technology,NC,2022-09-09,active,AM-015
C00766,Customer-00766,Mid-Market,Logistics,GA,2023-10-10,active,AM-016
C00767,Customer-00767,SMB,Energy,AZ,2024-11-11,active,AM-017
C00768,Customer-00768,Startup,Education,VA,2025-12-12,active,AM-018
C00769,Customer-00769,Enterprise,Manufacturing,CA,2020-01-13,active,AM-019
C00770,Customer-00770,Mid-Market,Healthcare,TX,2021-02-14,active,AM-020
C00771,Customer-00771,SMB,Finance,NY,2022-03-15,active,AM-021
C00772,Customer-00772,Startup,Retail,FL,2023-04-16,active,AM-022
C00773,Customer-00773,Enterprise,Technology,IL,2024-05-17,active,AM-023
C00774,Customer-00774,Mid-Market,Logistics,WA,2025-06-18,active,AM-024
C00775,Customer-00775,SMB,Energy,MA,2020-07-19,active,AM-025
C00776,Customer-00776,Startup,Education,CO,2021-08-20,active,AM-026
C00777,Customer-00777,Enterprise,Manufacturing,NC,2022-09-21,active,AM-027
C00778,Customer-00778,Mid-Market,Healthcare,GA,2023-10-22,active,AM-028
C00779,Customer-00779,SMB,Finance,AZ,2024-11-23,churned,AM-029
C00780,Customer-00780,Startup,Retail,VA,2025-12-24,active,AM-030
C00781,Customer-00781,Enterprise,Technology,CA,2020-01-25,active,AM-031
C00782,Customer-00782,Mid-Market,Logistics,TX,2021-02-26,active,AM-032
C00783,Customer-00783,SMB,Energy,NY,2022-03-27,active,AM-033
C00784,Customer-00784,Startup,Education,FL,2023-04-28,active,AM-034
C00785,Customer-00785,Enterprise,Manufacturing,IL,2024-05-01,active,AM-035
C00786,Customer-00786,Mid-Market,Healthcare,WA,2025-06-02,active,AM-036
C00787,Customer-00787,SMB,Finance,MA,2020-07-03,active,AM-037
C00788,Customer-00788,Startup,Retail,CO,2021-08-04,active,AM-038
C00789,Customer-00789,Enterprise,Technology,NC,2022-09-05,active,AM-039
C00790,Customer-00790,Mid-Market,Logistics,GA,2023-10-06,active,AM-040
C00791,Customer-00791,SMB,Energy,AZ,2024-11-07,active,AM-041
C00792,Customer-00792,Startup,Education,VA,2025-12-08,active,AM-042
C00793,Customer-00793,Enterprise,Manufacturing,CA,2020-01-09,active,AM-043
C00794,Customer-00794,Mid-Market,Healthcare,TX,2021-02-10,active,AM-044
C00795,Customer-00795,SMB,Finance,NY,2022-03-11,active,AM-045
C00796,Customer-00796,Startup,Retail,FL,2023-04-12,active,AM-046
C00797,Customer-00797,Enterprise,Technology,IL,2024-05-13,active,AM-047
C00798,Customer-00798,Mid-Market,Logistics,WA,2025-06-14,churned,AM-048
C00799,Customer-00799,SMB,Energy,MA,2020-07-15,active,AM-049
C00800,Customer-00800,Startup,Education,CO,2021-08-16,active,AM-050
C00801,Customer-00801,Enterprise,Manufacturing,NC,2022-09-17,active,AM-051
C00802,Customer-00802,Mid-Market,Healthcare,GA,2023-10-18,active,AM-052
C00803,Customer-00803,SMB,Finance,AZ,2024-11-19,active,AM-053
C00804,Customer-00804,Startup,Retail,VA,2025-12-20,active,AM-054
C00805,Customer-00805,Enterprise,Technology,CA,2020-01-21,active,AM-055
C00806,Customer-00806,Mid-Market,Logistics,TX,2021-02-22,active,AM-056
C00807,Customer-00807,SMB,Energy,NY,2022-03-23,active,AM-057
C00808,Customer-00808,Startup,Education,FL,2023-04-24,active,AM-058
C00809,Customer-00809,Enterprise,Manufacturing,IL,2024-05-25,active,AM-059
C00810,Customer-00810,Mid-Market,Healthcare,WA,2025-06-26,active,AM-060
C00811,Customer-00811,SMB,Finance,MA,2020-07-27,active,AM-061
C00812,Customer-00812,Startup,Retail,CO,2021-08-28,active,AM-062
C00813,Customer-00813,Enterprise,Technology,NC,2022-09-01,active,AM-063
C00814,Customer-00814,Mid-Market,Logistics,GA,2023-10-02,active,AM-064
C00815,Customer-00815,SMB,Energy,AZ,2024-11-03,active,AM-065
C00816,Customer-00816,Startup,Education,VA,2025-12-04,active,AM-066
C00817,Customer-00817,Enterprise,Manufacturing,CA,2020-01-05,churned,AM-067
C00818,Customer-00818,Mid-Market,Healthcare,TX,2021-02-06,active,AM-068
C00819,Customer-00819,SMB,Finance,NY,2022-03-07,active,AM-069
C00820,Customer-00820,Startup,Retail,FL,2023-04-08,active,AM-070
C00821,Customer-00821,Enterprise,Technology,IL,2024-05-09,active,AM-071
C00822,Customer-00822,Mid-Market,Logistics,WA,2025-06-10,active,AM-072
C00823,Customer-00823,SMB,Energy,MA,2020-07-11,active,AM-073
C00824,Customer-00824,Startup,Education,CO,2021-08-12,active,AM-074
C00825,Customer-00825,Enterprise,Manufacturing,NC,2022-09-13,active,AM-075
C00826,Customer-00826,Mid-Market,Healthcare,GA,2023-10-14,active,AM-001
C00827,Customer-00827,SMB,Finance,AZ,2024-11-15,active,AM-002
C00828,Customer-00828,Startup,Retail,VA,2025-12-16,active,AM-003
C00829,Customer-00829,Enterprise,Technology,CA,2020-01-17,active,AM-004
C00830,Customer-00830,Mid-Market,Logistics,TX,2021-02-18,active,AM-005
C00831,Customer-00831,SMB,Energy,NY,2022-03-19,active,AM-006
C00832,Customer-00832,Startup,Education,FL,2023-04-20,active,AM-007
C00833,Customer-00833,Enterprise,Manufacturing,IL,2024-05-21,active,AM-008
C00834,Customer-00834,Mid-Market,Healthcare,WA,2025-06-22,active,AM-009
C00835,Customer-00835,SMB,Finance,MA,2020-07-23,active,AM-010
C00836,Customer-00836,Startup,Retail,CO,2021-08-24,churned,AM-011
C00837,Customer-00837,Enterprise,Technology,NC,2022-09-25,active,AM-012
C00838,Customer-00838,Mid-Market,Logistics,GA,2023-10-26,active,AM-013
C00839,Customer-00839,SMB,Energy,AZ,2024-11-27,active,AM-014
C00840,Customer-00840,Startup,Education,VA,2025-12-28,active,AM-015
C00841,Customer-00841,Enterprise,Manufacturing,CA,2020-01-01,active,AM-016
C00842,Customer-00842,Mid-Market,Healthcare,TX,2021-02-02,active,AM-017
C00843,Customer-00843,SMB,Finance,NY,2022-03-03,active,AM-018
C00844,Customer-00844,Startup,Retail,FL,2023-04-04,active,AM-019
C00845,Customer-00845,Enterprise,Technology,IL,2024-05-05,active,AM-020
C00846,Customer-00846,Mid-Market,Logistics,WA,2025-06-06,active,AM-021
C00847,Customer-00847,SMB,Energy,MA,2020-07-07,active,AM-022
C00848,Customer-00848,Startup,Education,CO,2021-08-08,active,AM-023
C00849,Customer-00849,Enterprise,Manufacturing,NC,2022-09-09,active,AM-024
C00850,Customer-00850,Mid-Market,Healthcare,GA,2023-10-10,active,AM-025
C00851,Customer-00851,SMB,Finance,AZ,2024-11-11,active,AM-026
C00852,Customer-00852,Startup,Retail,VA,2025-12-12,active,AM-027
C00853,Customer-00853,Enterprise,Technology,CA,2020-01-13,active,AM-028
C00854,Customer-00854,Mid-Market,Logistics,TX,2021-02-14,active,AM-029
C00855,Customer-00855,SMB,Energy,NY,2022-03-15,churned,AM-030
C00856,Customer-00856,Startup,Education,FL,2023-04-16,active,AM-031
C00857,Customer-00857,Enterprise,Manufacturing,IL,2024-05-17,active,AM-032
C00858,Customer-00858,Mid-Market,Healthcare,WA,2025-06-18,active,AM-033
C00859,Customer-00859,SMB,Finance,MA,2020-07-19,active,AM-034
C00860,Customer-00860,Startup,Retail,CO,2021-08-20,active,AM-035
C00861,Customer-00861,Enterprise,Technology,NC,2022-09-21,active,AM-036
C00862,Customer-00862,Mid-Market,Logistics,GA,2023-10-22,active,AM-037
C00863,Customer-00863,SMB,Energy,AZ,2024-11-23,active,AM-038
C00864,Customer-00864,Startup,Education,VA,2025-12-24,active,AM-039
C00865,Customer-00865,Enterprise,Manufacturing,CA,2020-01-25,active,AM-040
C00866,Customer-00866,Mid-Market,Healthcare,TX,2021-02-26,active,AM-041
C00867,Customer-00867,SMB,Finance,NY,2022-03-27,active,AM-042
C00868,Customer-00868,Startup,Retail,FL,2023-04-28,active,AM-043
C00869,Customer-00869,Enterprise,Technology,IL,2024-05-01,active,AM-044
C00870,Customer-00870,Mid-Market,Logistics,WA,2025-06-02,active,AM-045
C00871,Customer-00871,SMB,Energy,MA,2020-07-03,active,AM-046
C00872,Customer-00872,Startup,Education,CO,2021-08-04,active,AM-047
C00873,Customer-00873,Enterprise,Manufacturing,NC,2022-09-05,active,AM-048
C00874,Customer-00874,Mid-Market,Healthcare,GA,2023-10-06,churned,AM-049
C00875,Customer-00875,SMB,Finance,AZ,2024-11-07,active,AM-050
C00876,Customer-00876,Startup,Retail,VA,2025-12-08,active,AM-051
C00877,Customer-00877,Enterprise,Technology,CA,2020-01-09,active,AM-052
C00878,Customer-00878,Mid-Market,Logistics,TX,2021-02-10,active,AM-053
C00879,Customer-00879,SMB,Energy,NY,2022-03-11,active,AM-054
C00880,Customer-00880,Startup,Education,FL,2023-04-12,active,AM-055
C00881,Customer-00881,Enterprise,Manufacturing,IL,2024-05-13,active,AM-056
C00882,Customer-00882,Mid-Market,Healthcare,WA,2025-06-14,active,AM-057
C00883,Customer-00883,SMB,Finance,MA,2020-07-15,active,AM-058
C00884,Customer-00884,Startup,Retail,CO,2021-08-16,active,AM-059
C00885,Customer-00885,Enterprise,Technology,NC,2022-09-17,active,AM-060
C00886,Customer-00886,Mid-Market,Logistics,GA,2023-10-18,active,AM-061
C00887,Customer-00887,SMB,Energy,AZ,2024-11-19,active,AM-062
C00888,Customer-00888,Startup,Education,VA,2025-12-20,active,AM-063
C00889,Customer-00889,Enterprise,Manufacturing,CA,2020-01-21,active,AM-064
C00890,Customer-00890,Mid-Market,Healthcare,TX,2021-02-22,active,AM-065
C00891,Customer-00891,SMB,Finance,NY,2022-03-23,active,AM-066
C00892,Customer-00892,Startup,Retail,FL,2023-04-24,active,AM-067
C00893,Customer-00893,Enterprise,Technology,IL,2024-05-25,churned,AM-068
C00894,Customer-00894,Mid-Market,Logistics,WA,2025-06-26,active,AM-069
C00895,Customer-00895,SMB,Energy,MA,2020-07-27,active,AM-070
C00896,Customer-00896,Startup,Education,CO,2021-08-28,active,AM-071
C00897,Customer-00897,Enterprise,Manufacturing,NC,2022-09-01,active,AM-072
C00898,Customer-00898,Mid-Market,Healthcare,GA,2023-10-02,active,AM-073
C00899,Customer-00899,SMB,Finance,AZ,2024-11-03,active,AM-074
C00900,Customer-00900,Startup,Retail,VA,2025-12-04,active,AM-075
C00901,Customer-00901,Enterprise,Technology,CA,2020-01-05,active,AM-001
C00902,Customer-00902,Mid-Market,Logistics,TX,2021-02-06,active,AM-002
C00903,Customer-00903,SMB,Energy,NY,2022-03-07,active,AM-003
C00904,Customer-00904,Startup,Education,FL,2023-04-08,active,AM-004
C00905,Customer-00905,Enterprise,Manufacturing,IL,2024-05-09,active,AM-005
C00906,Customer-00906,Mid-Market,Healthcare,WA,2025-06-10,active,AM-006
C00907,Customer-00907,SMB,Finance,MA,2020-07-11,active,AM-007
C00908,Customer-00908,Startup,Retail,CO,2021-08-12,active,AM-008
C00909,Customer-00909,Enterprise,Technology,NC,2022-09-13,active,AM-009
C00910,Customer-00910,Mid-Market,Logistics,GA,2023-10-14,active,AM-010
C00911,Customer-00911,SMB,Energy,AZ,2024-11-15,active,AM-011
C00912,Customer-00912,Startup,Education,VA,2025-12-16,churned,AM-012
C00913,Customer-00913,Enterprise,Manufacturing,CA,2020-01-17,active,AM-013
C00914,Customer-00914,Mid-Market,Healthcare,TX,2021-02-18,active,AM-014
C00915,Customer-00915,SMB,Finance,NY,2022-03-19,active,AM-015
C00916,Customer-00916,Startup,Retail,FL,2023-04-20,active,AM-016
C00917,Customer-00917,Enterprise,Technology,IL,2024-05-21,active,AM-017
C00918,Customer-00918,Mid-Market,Logistics,WA,2025-06-22,active,AM-018
C00919,Customer-00919,SMB,Energy,MA,2020-07-23,active,AM-019
C00920,Customer-00920,Startup,Education,CO,2021-08-24,active,AM-020
C00921,Customer-00921,Enterprise,Manufacturing,NC,2022-09-25,active,AM-021
C00922,Customer-00922,Mid-Market,Healthcare,GA,2023-10-26,active,AM-022
C00923,Customer-00923,SMB,Finance,AZ,2024-11-27,active,AM-023
C00924,Customer-00924,Startup,Retail,VA,2025-12-28,active,AM-024
C00925,Customer-00925,Enterprise,Technology,CA,2020-01-01,active,AM-025
C00926,Customer-00926,Mid-Market,Logistics,TX,2021-02-02,active,AM-026
C00927,Customer-00927,SMB,Energy,NY,2022-03-03,active,AM-027
C00928,Customer-00928,Startup,Education,FL,2023-04-04,active,AM-028
C00929,Customer-00929,Enterprise,Manufacturing,IL,2024-05-05,active,AM-029
C00930,Customer-00930,Mid-Market,Healthcare,WA,2025-06-06,active,AM-030
C00931,Customer-00931,SMB,Finance,MA,2020-07-07,churned,AM-031
C00932,Customer-00932,Startup,Retail,CO,2021-08-08,active,AM-032
C00933,Customer-00933,Enterprise,Technology,NC,2022-09-09,active,AM-033
C00934,Customer-00934,Mid-Market,Logistics,GA,2023-10-10,active,AM-034
C00935,Customer-00935,SMB,Energy,AZ,2024-11-11,active,AM-035
C00936,Customer-00936,Startup,Education,VA,2025-12-12,active,AM-036
C00937,Customer-00937,Enterprise,Manufacturing,CA,2020-01-13,active,AM-037
C00938,Customer-00938,Mid-Market,Healthcare,TX,2021-02-14,active,AM-038
C00939,Customer-00939,SMB,Finance,NY,2022-03-15,active,AM-039
C00940,Customer-00940,Startup,Retail,FL,2023-04-16,active,AM-040
C00941,Customer-00941,Enterprise,Technology,IL,2024-05-17,active,AM-041
C00942,Customer-00942,Mid-Market,Logistics,WA,2025-06-18,active,AM-042
C00943,Customer-00943,SMB,Energy,MA,2020-07-19,active,AM-043
C00944,Customer-00944,Startup,Education,CO,2021-08-20,active,AM-044
C00945,Customer-00945,Enterprise,Manufacturing,NC,2022-09-21,active,AM-045
C00946,Customer-00946,Mid-Market,Healthcare,GA,2023-10-22,active,AM-046
C00947,Customer-00947,SMB,Finance,AZ,2024-11-23,active,AM-047
C00948,Customer-00948,Startup,Retail,VA,2025-12-24,active,AM-048
C00949,Customer-00949,Enterprise,Technology,CA,2020-01-25,active,AM-049
C00950,Customer-00950,Mid-Market,Logistics,TX,2021-02-26,churned,AM-050
C00951,Customer-00951,SMB,Energy,NY,2022-03-27,active,AM-051
C00952,Customer-00952,Startup,Education,FL,2023-04-28,active,AM-052
C00953,Customer-00953,Enterprise,Manufacturing,IL,2024-05-01,active,AM-053
C00954,Customer-00954,Mid-Market,Healthcare,WA,2025-06-02,active,AM-054
C00955,Customer-00955,SMB,Finance,MA,2020-07-03,active,AM-055
C00956,Customer-00956,Startup,Retail,CO,2021-08-04,active,AM-056
C00957,Customer-00957,Enterprise,Technology,NC,2022-09-05,active,AM-057
C00958,Customer-00958,Mid-Market,Logistics,GA,2023-10-06,active,AM-058
C00959,Customer-00959,SMB,Energy,AZ,2024-11-07,active,AM-059
C00960,Customer-00960,Startup,Education,VA,2025-12-08,active,AM-060
C00961,Customer-00961,Enterprise,Manufacturing,CA,2020-01-09,active,AM-061
C00962,Customer-00962,Mid-Market,Healthcare,TX,2021-02-10,active,AM-062
C00963,Customer-00963,SMB,Finance,NY,2022-03-11,active,AM-063
C00964,Customer-00964,Startup,Retail,FL,2023-04-12,active,AM-064
C00965,Customer-00965,Enterprise,Technology,IL,2024-05-13,active,AM-065
C00966,Customer-00966,Mid-Market,Logistics,WA,2025-06-14,active,AM-066
C00967,Customer-00967,SMB,Energy,MA,2020-07-15,active,AM-067
C00968,Customer-00968,Startup,Education,CO,2021-08-16,active,AM-068
C00969,Customer-00969,Enterprise,Manufacturing,NC,2022-09-17,churned,AM-069
C00970,Customer-00970,Mid-Market,Healthcare,GA,2023-10-18,active,AM-070
C00971,Customer-00971,SMB,Finance,AZ,2024-11-19,active,AM-071
C00972,Customer-00972,Startup,Retail,VA,2025-12-20,active,AM-072
C00973,Customer-00973,Enterprise,Technology,CA,2020-01-21,active,AM-073
C00974,Customer-00974,Mid-Market,Logistics,TX,2021-02-22,active,AM-074
C00975,Customer-00975,SMB,Energy,NY,2022-03-23,active,AM-075
C00976,Customer-00976,Startup,Education,FL,2023-04-24,active,AM-001
C00977,Customer-00977,Enterprise,Manufacturing,IL,2024-05-25,active,AM-002
C00978,Customer-00978,Mid-Market,Healthcare,WA,2025-06-26,active,AM-003
C00979,Customer-00979,SMB,Finance,MA,2020-07-27,active,AM-004
C00980,Customer-00980,Startup,Retail,CO,2021-08-28,active,AM-005
C00981,Customer-00981,Enterprise,Technology,NC,2022-09-01,active,AM-006
C00982,Customer-00982,Mid-Market,Logistics,GA,2023-10-02,active,AM-007
C00983,Customer-00983,SMB,Energy,AZ,2024-11-03,active,AM-008
C00984,Customer-00984,Startup,Education,VA,2025-12-04,active,AM-009
C00985,Customer-00985,Enterprise,Manufacturing,CA,2020-01-05,active,AM-010
C00986,Customer-00986,Mid-Market,Healthcare,TX,2021-02-06,active,AM-011
C00987,Customer-00987,SMB,Finance,NY,2022-03-07,active,AM-012
C00988,Customer-00988,Startup,Retail,FL,2023-04-08,churned,AM-013
C00989,Customer-00989,Enterprise,Technology,IL,2024-05-09,active,AM-014
C00990,Customer-00990,Mid-Market,Logistics,WA,2025-06-10,active,AM-015
C00991,Customer-00991,SMB,Energy,MA,2020-07-11,active,AM-016
C00992,Customer-00992,Startup,Education,CO,2021-08-12,active,AM-017
C00993,Customer-00993,Enterprise,Manufacturing,NC,2022-09-13,active,AM-018
C00994,Customer-00994,Mid-Market,Healthcare,GA,2023-10-14,active,AM-019
C00995,Customer-00995,SMB,Finance,AZ,2024-11-15,active,AM-020
C00996,Customer-00996,Startup,Retail,VA,2025-12-16,active,AM-021
C00997,Customer-00997,Enterprise,Technology,CA,2020-01-17,active,AM-022
C00998,Customer-00998,Mid-Market,Logistics,TX,2021-02-18,active,AM-023
C00999,Customer-00999,SMB,Energy,NY,2022-03-19,active,AM-024
C01000,Customer-01000,Startup,Education,FL,2023-04-20,active,AM-025
C01001,Customer-01001,Enterprise,Manufacturing,IL,2024-05-21,active,AM-026
C01002,Customer-01002,Mid-Market,Healthcare,WA,2025-06-22,active,AM-027
C01003,Customer-01003,SMB,Finance,MA,2020-07-23,active,AM-028
C01004,Customer-01004,Startup,Retail,CO,2021-08-24,active,AM-029
C01005,Customer-01005,Enterprise,Technology,NC,2022-09-25,active,AM-030
C01006,Customer-01006,Mid-Market,Logistics,GA,2023-10-26,active,AM-031
C01007,Customer-01007,SMB,Energy,AZ,2024-11-27,churned,AM-032
C01008,Customer-01008,Startup,Education,VA,2025-12-28,active,AM-033
C01009,Customer-01009,Enterprise,Manufacturing,CA,2020-01-01,active,AM-034
C01010,Customer-01010,Mid-Market,Healthcare,TX,2021-02-02,active,AM-035
C01011,Customer-01011,SMB,Finance,NY,2022-03-03,active,AM-036
C01012,Customer-01012,Startup,Retail,FL,2023-04-04,active,AM-037
C01013,Customer-01013,Enterprise,Technology,IL,2024-05-05,active,AM-038
C01014,Customer-01014,Mid-Market,Logistics,WA,2025-06-06,active,AM-039
C01015,Customer-01015,SMB,Energy,MA,2020-07-07,active,AM-040
C01016,Customer-01016,Startup,Education,CO,2021-08-08,active,AM-041
C01017,Customer-01017,Enterprise,Manufacturing,NC,2022-09-09,active,AM-042
C01018,Customer-01018,Mid-Market,Healthcare,GA,2023-10-10,active,AM-043
C01019,Customer-01019,SMB,Finance,AZ,2024-11-11,active,AM-044
C01020,Customer-01020,Startup,Retail,VA,2025-12-12,active,AM-045
C01021,Customer-01021,Enterprise,Technology,CA,2020-01-13,active,AM-046
C01022,Customer-01022,Mid-Market,Logistics,TX,2021-02-14,active,AM-047
C01023,Customer-01023,SMB,Energy,NY,2022-03-15,active,AM-048
C01024,Customer-01024,Startup,Education,FL,2023-04-16,active,AM-049
C01025,Customer-01025,Enterprise,Manufacturing,IL,2024-05-17,active,AM-050
C01026,Customer-01026,Mid-Market,Healthcare,WA,2025-06-18,churned,AM-051
C01027,Customer-01027,SMB,Finance,MA,2020-07-19,active,AM-052
C01028,Customer-01028,Startup,Retail,CO,2021-08-20,active,AM-053
C01029,Customer-01029,Enterprise,Technology,NC,2022-09-21,active,AM-054
C01030,Customer-01030,Mid-Market,Logistics,GA,2023-10-22,active,AM-055
C01031,Customer-01031,SMB,Energy,AZ,2024-11-23,active,AM-056
C01032,Customer-01032,Startup,Education,VA,2025-12-24,active,AM-057
C01033,Customer-01033,Enterprise,Manufacturing,CA,2020-01-25,active,AM-058
C01034,Customer-01034,Mid-Market,Healthcare,TX,2021-02-26,active,AM-059
C01035,Customer-01035,SMB,Finance,NY,2022-03-27,active,AM-060
C01036,Customer-01036,Startup,Retail,FL,2023-04-28,active,AM-061
C01037,Customer-01037,Enterprise,Technology,IL,2024-05-01,active,AM-062
C01038,Customer-01038,Mid-Market,Logistics,WA,2025-06-02,active,AM-063
C01039,Customer-01039,SMB,Energy,MA,2020-07-03,active,AM-064
C01040,Customer-01040,Startup,Education,CO,2021-08-04,active,AM-065
C01041,Customer-01041,Enterprise,Manufacturing,NC,2022-09-05,active,AM-066
C01042,Customer-01042,Mid-Market,Healthcare,GA,2023-10-06,active,AM-067
C01043,Customer-01043,SMB,Finance,AZ,2024-11-07,active,AM-068
C01044,Customer-01044,Startup,Retail,VA,2025-12-08,active,AM-069
C01045,Customer-01045,Enterprise,Technology,CA,2020-01-09,churned,AM-070
C01046,Customer-01046,Mid-Market,Logistics,TX,2021-02-10,active,AM-071
C01047,Customer-01047,SMB,Energy,NY,2022-03-11,active,AM-072
C01048,Customer-01048,Startup,Education,FL,2023-04-12,active,AM-073
C01049,Customer-01049,Enterprise,Manufacturing,IL,2024-05-13,active,AM-074
C01050,Customer-01050,Mid-Market,Healthcare,WA,2025-06-14,active,AM-075
C01051,Customer-01051,SMB,Finance,MA,2020-07-15,active,AM-001
C01052,Customer-01052,Startup,Retail,CO,2021-08-16,active,AM-002
C01053,Customer-01053,Enterprise,Technology,NC,2022-09-17,active,AM-003
C01054,Customer-01054,Mid-Market,Logistics,GA,2023-10-18,active,AM-004
C01055,Customer-01055,SMB,Energy,AZ,2024-11-19,active,AM-005
C01056,Customer-01056,Startup,Education,VA,2025-12-20,active,AM-006
C01057,Customer-01057,Enterprise,Manufacturing,CA,2020-01-21,active,AM-007
C01058,Customer-01058,Mid-Market,Healthcare,TX,2021-02-22,active,AM-008
C01059,Customer-01059,SMB,Finance,NY,2022-03-23,active,AM-009
C01060,Customer-01060,Startup,Retail,FL,2023-04-24,active,AM-010
C01061,Customer-01061,Enterprise,Technology,IL,2024-05-25,active,AM-011
C01062,Customer-01062,Mid-Market,Logistics,WA,2025-06-26,active,AM-012
C01063,Customer-01063,SMB,Energy,MA,2020-07-27,active,AM-013
C01064,Customer-01064,Startup,Education,CO,2021-08-28,churned,AM-014
C01065,Customer-01065,Enterprise,Manufacturing,NC,2022-09-01,active,AM-015
C01066,Customer-01066,Mid-Market,Healthcare,GA,2023-10-02,active,AM-016
C01067,Customer-01067,SMB,Finance,AZ,2024-11-03,active,AM-017
C01068,Customer-01068,Startup,Retail,VA,2025-12-04,active,AM-018
C01069,Customer-01069,Enterprise,Technology,CA,2020-01-05,active,AM-019
C01070,Customer-01070,Mid-Market,Logistics,TX,2021-02-06,active,AM-020
C01071,Customer-01071,SMB,Energy,NY,2022-03-07,active,AM-021
C01072,Customer-01072,Startup,Education,FL,2023-04-08,active,AM-022
C01073,Customer-01073,Enterprise,Manufacturing,IL,2024-05-09,active,AM-023
C01074,Customer-01074,Mid-Market,Healthcare,WA,2025-06-10,active,AM-024
C01075,Customer-01075,SMB,Finance,MA,2020-07-11,active,AM-025
C01076,Customer-01076,Startup,Retail,CO,2021-08-12,active,AM-026
C01077,Customer-01077,Enterprise,Technology,NC,2022-09-13,active,AM-027
C01078,Customer-01078,Mid-Market,Logistics,GA,2023-10-14,active,AM-028
C01079,Customer-01079,SMB,Energy,AZ,2024-11-15,active,AM-029
C01080,Customer-01080,Startup,Education,VA,2025-12-16,active,AM-030
C01081,Customer-01081,Enterprise,Manufacturing,CA,2020-01-17,active,AM-031
C01082,Customer-01082,Mid-Market,Healthcare,TX,2021-02-18,active,AM-032
C01083,Customer-01083,SMB,Finance,NY,2022-03-19,churned,AM-033
C01084,Customer-01084,Startup,Retail,FL,2023-04-20,active,AM-034
C01085,Customer-01085,Enterprise,Technology,IL,2024-05-21,active,AM-035
C01086,Customer-01086,Mid-Market,Logistics,WA,2025-06-22,active,AM-036
C01087,Customer-01087,SMB,Energy,MA,2020-07-23,active,AM-037
C01088,Customer-01088,Startup,Education,CO,2021-08-24,active,AM-038
C01089,Customer-01089,Enterprise,Manufacturing,NC,2022-09-25,active,AM-039
C01090,Customer-01090,Mid-Market,Healthcare,GA,2023-10-26,active,AM-040
C01091,Customer-01091,SMB,Finance,AZ,2024-11-27,active,AM-041
C01092,Customer-01092,Startup,Retail,VA,2025-12-28,active,AM-042
C01093,Customer-01093,Enterprise,Technology,CA,2020-01-01,active,AM-043
C01094,Customer-01094,Mid-Market,Logistics,TX,2021-02-02,active,AM-044
C01095,Customer-01095,SMB,Energy,NY,2022-03-03,active,AM-045
C01096,Customer-01096,Startup,Education,FL,2023-04-04,active,AM-046
C01097,Customer-01097,Enterprise,Manufacturing,IL,2024-05-05,active,AM-047
C01098,Customer-01098,Mid-Market,Healthcare,WA,2025-06-06,active,AM-048
C01099,Customer-01099,SMB,Finance,MA,2020-07-07,active,AM-049
C01100,Customer-01100,Startup,Retail,CO,2021-08-08,active,AM-050
