sale_id,sale_date,customer_id,product_id,sales_channel,region,quantity,unit_price,discount_pct,gross_sales,net_sales,cost,profit,promo_code,payment_method,is_returned
S005458,2025-12-12,C00458,P0206,Partner,East,14,187.15,0.12,2620.10,2305.69,1371.88,933.80,PROMO-B,ACH,false
S005459,2025-12-13,C00459,P0213,Direct,Central,15,550.00,0.15,8250.00,7012.50,4347.75,2664.75,PROMO-C,Wire,false
S005460,2025-12-14,C00460,P0220,InsideSales,South,1,56.33,0.18,56.33,46.19,29.79,16.40,,Invoice,false
S005461,2025-12-15,C00461,P0227,Online,West,2,129.72,0.00,259.44,259.44,173.82,85.62,PROMO-A,Card,false
S005462,2025-12-16,C00462,P0234,Partner,East,3,169.99,0.03,509.97,494.67,343.80,150.87,PROMO-B,ACH,false
S005463,2025-12-17,C00463,P0241,Direct,Central,4,242.50,0.06,970.00,911.80,656.50,255.30,PROMO-C,Wire,false
S005464,2025-12-18,C00464,P0248,InsideSales,South,5,25.12,0.09,125.59,114.28,85.14,29.14,PROMO-D,Invoice,false
S005465,2025-12-19,C00465,P0255,Online,West,6,192.00,0.12,1152.00,1013.76,577.84,435.92,,Card,false
S005466,2025-12-20,C00466,P0262,Partner,East,7,168.49,0.15,1179.43,1002.52,596.50,406.02,PROMO-B,ACH,false
S005467,2025-12-21,C00467,P0269,Direct,Central,8,423.00,0.18,3384.00,2774.88,1720.43,1054.45,PROMO-C,Wire,false
S005468,2025-12-22,C00468,P0276,InsideSales,South,9,43.45,0.00,391.07,391.07,252.24,138.83,PROMO-D,Invoice,false
S005469,2025-12-23,C00469,P0283,Online,West,10,238.62,0.03,2386.20,2314.61,1550.79,763.82,PROMO-A,Card,false
S005470,2025-12-24,C00470,P0290,Partner,East,11,151.69,0.06,1668.59,1568.47,1090.09,478.38,,ACH,false
S005471,2025-12-25,C00471,P0297,Direct,Central,12,650.00,0.09,7800.00,7098.00,5110.56,1987.44,PROMO-C,Wire,false
S005472,2025-12-26,C00472,P0304,InsideSales,South,13,15.73,0.12,204.52,179.98,134.08,45.89,PROMO-D,Invoice,false
S005473,2025-12-27,C00473,P0311,Online,West,14,282.00,0.15,3948.00,3355.80,1912.81,1442.99,PROMO-A,Card,false
S005474,2025-12-28,C00474,P0318,Partner,East,15,135.61,0.18,2034.15,1668.00,992.46,675.54,PROMO-B,ACH,false
S005475,2025-12-01,C00475,P0325,Direct,Central,1,339.50,0.00,339.50,339.50,210.49,129.01,,Wire,false
S005476,2025-01-01,C00476,P0332,InsideSales,South,2,34.97,0.03,69.94,67.84,43.75,24.08,PROMO-D,Invoice,false
S005477,2025-01-02,C00477,P0339,Online,West,3,354.00,0.06,1062.00,998.28,668.85,329.43,PROMO-A,Card,false
S005478,2025-01-03,C00478,P0346,Partner,East,4,131.95,0.09,527.80,480.30,333.81,146.49,PROMO-B,ACH,false
S005479,2025-01-04,C00479,P0353,Direct,Central,5,517.00,0.12,2585.00,2274.80,1637.86,636.94,PROMO-C,Wire,false
S005480,2025-01-05,C00480,P0360,InsideSales,South,6,53.00,0.15,318.01,270.31,201.38,68.93,,Invoice,false
S005481,2025-01-06,C00481,P0367,Online,West,7,395.76,0.18,2770.32,2271.66,1294.85,976.81,PROMO-A,Card,false
S005482,2025-01-07,C00482,P0374,Partner,East,8,116.23,0.00,929.84,929.84,553.25,376.59,PROMO-B,ACH,false
S005483,2025-01-08,C00483,P0381,Direct,Central,9,250.00,0.03,2250.00,2182.50,1353.15,829.35,PROMO-C,Wire,false
S005484,2025-01-09,C00484,P0388,InsideSales,South,10,25.88,0.06,258.82,243.30,156.93,86.37,PROMO-D,Invoice,false
S005485,2025-01-10,C00485,P0395,Online,West,11,434.28,0.09,4777.08,4347.14,2912.59,1434.56,,Card,false
S005486,2025-01-11,C00486,P0002,Partner,East,12,43.93,0.12,527.16,463.90,322.41,141.49,PROMO-B,ACH,false
S005487,2025-01-12,C00487,P0009,Direct,Central,13,436.50,0.15,5674.50,4823.32,3472.79,1350.53,PROMO-C,Wire,false
S005488,2025-01-13,C00488,P0016,InsideSales,South,14,44.82,0.18,627.45,514.50,383.31,131.20,PROMO-D,Invoice,false
S005489,2025-01-14,C00489,P0023,Online,West,15,516.00,0.00,7740.00,7740.00,4411.80,3328.20,PROMO-A,Card,false
S005490,2025-01-15,C00490,P0030,Partner,East,1,217.21,0.03,217.21,210.69,125.36,85.33,,ACH,false
S005491,2025-01-16,C00491,P0037,Direct,Central,2,611.00,0.06,1222.00,1148.68,712.18,436.50,PROMO-C,Wire,false
S005492,2025-01-17,C00492,P0044,InsideSales,South,3,14.80,0.09,44.41,40.41,26.06,14.35,PROMO-D,Invoice,false
S005493,2025-01-18,C00493,P0051,Online,West,4,116.40,0.12,465.60,409.73,274.52,135.21,PROMO-A,Card,false
S005494,2025-01-19,C00494,P0058,Partner,East,5,198.97,0.15,994.85,845.62,587.71,257.91,PROMO-B,ACH,true
S005495,2025-01-20,C00495,P0065,Direct,Central,6,350.00,0.18,2100.00,1722.00,1239.84,482.16,,Wire,false
S005496,2025-01-21,C00496,P0072,InsideSales,South,7,36.03,0.00,252.23,252.23,187.91,64.32,PROMO-D,Invoice,false
S005497,2025-01-22,C00497,P0079,Online,West,8,163.56,0.03,1308.48,1269.23,723.46,545.77,PROMO-A,Card,false
S005498,2025-01-23,C00498,P0086,Partner,East,9,181.45,0.06,1633.05,1535.07,913.36,621.70,PROMO-B,ACH,false
S005499,2025-01-24,C00499,P0093,Direct,Central,10,533.50,0.09,5335.00,4854.85,3010.01,1844.84,PROMO-C,Wire,false
S005500,2025-01-25,C00500,P0100,InsideSales,South,11,54.67,0.12,601.34,529.18,341.32,187.86,,Invoice,false
S005501,2025-01-26,C00501,P0107,Online,West,12,228.00,0.15,2736.00,2325.60,1558.15,767.45,PROMO-A,Card,false
S005502,2025-01-27,C00502,P9999,Partner,East,13,201.98,0.18,2625.80,2153.16,1496.45,656.71,PROMO-B,ACH,false
S005503,2025-01-28,C00503,P0121,Direct,Central,14,235.00,0.00,3290.00,3290.00,2368.80,921.20,PROMO-C,Wire,false
S005504,2025-01-01,C00504,P0128,InsideSales,South,15,24.35,0.03,365.29,354.33,263.98,90.35,PROMO-D,Invoice,false
S005505,2025-01-02,C00505,P0135,Online,West,1,273.54,0.06,273.54,257.13,146.56,110.56,,Card,false
S005506,2025-02-03,C00506,P0142,Partner,East,2,163.51,0.09,327.02,297.59,177.06,120.52,PROMO-B,ACH,false
S005507,2025-02-04,C00507,P0149,Direct,Central,3,450.00,0.12,1350.00,1188.00,736.56,451.44,PROMO-C,Wire,false
S005508,2025-02-05,C00508,P0156,InsideSales,South,4,46.18,0.15,184.73,157.02,101.28,55.74,PROMO-D,Invoice,false
S005509,2025-02-06,C00509,P0163,Online,West,5,315.84,0.18,1579.20,1294.94,867.61,427.33,PROMO-A,Card,false
S005510,2025-02-07,C00510,P0170,Partner,East,6,147.07,0.00,882.42,882.42,613.28,269.14,,ACH,false
S005511,2025-02-08,C00511,P0177,Direct,Central,7,630.50,0.03,4413.50,4281.10,3082.39,1198.71,PROMO-C,Wire,false
S005512,2025-02-09,C00512,P0184,InsideSales,South,8,15.27,0.06,122.14,114.81,85.53,29.28,PROMO-D,Invoice,false
S005513,2025-02-10,C00513,P0191,Online,West,9,390.00,0.09,3510.00,3194.10,1820.64,1373.46,PROMO-A,Card,false
S005514,2025-02-11,C00514,P0198,Partner,East,10,144.13,0.12,1441.30,1268.34,754.66,513.68,PROMO-B,ACH,false
S005515,2025-02-12,C00515,P0205,Direct,Central,11,329.00,0.15,3619.00,3076.15,1907.21,1168.94,,Wire,false
S005516,2025-02-13,C00516,P0212,InsideSales,South,12,33.90,0.18,406.83,333.60,215.17,118.43,PROMO-D,Invoice,false
S005517,2025-02-14,C00517,P0219,Online,West,13,430.68,0.00,5598.84,5598.84,3751.22,1847.62,PROMO-A,Card,false
S005518,2025-02-15,C00518,P0226,Partner,East,14,128.05,0.03,1792.70,1738.92,1208.55,530.37,PROMO-B,ACH,false
S005519,2025-02-16,C00519,P0233,Direct,Central,15,550.00,0.06,8250.00,7755.00,5583.60,2171.40,PROMO-C,Wire,false
S005520,2025-02-17,C00520,P0240,InsideSales,South,1,56.33,0.09,56.33,51.26,38.19,13.07,,Invoice,false
S005521,2025-02-18,C00521,P0247,Online,West,2,468.12,0.12,936.24,823.89,469.62,354.27,PROMO-A,Card,false
S005522,2025-02-19,C00522,P0254,Partner,East,3,112.69,0.15,338.07,287.36,170.98,116.38,PROMO-B,ACH,false
S005523,2025-02-20,C00523,P0261,Direct,Central,4,242.50,0.18,970.00,795.40,493.15,302.25,PROMO-C,Wire,false
S005524,2025-02-21,C00524,P0268,InsideSales,South,5,25.12,0.00,125.59,125.59,81.00,44.58,PROMO-D,Invoice,false
S005525,2025-02-22,C00525,P0275,Online,West,6,552.00,0.03,3312.00,3212.64,2152.47,1060.17,,Card,false
S005526,2025-02-23,C00526,P0282,Partner,East,7,107.59,0.06,753.13,707.94,492.02,215.92,PROMO-B,ACH,false
S005527,2025-02-24,C00527,P0289,Direct,Central,8,423.00,0.09,3384.00,3079.44,2217.20,862.24,PROMO-C,Wire,false
S005528,2025-02-25,C00528,P0296,InsideSales,South,9,43.45,0.12,391.07,344.14,256.39,87.76,PROMO-D,Invoice,false
S005529,2025-02-26,C99999,P0303,Online,West,10,151.32,0.15,1513.20,1286.22,733.15,553.07,PROMO-A,Card,false
S005530,2025-02-27,C00530,P0310,Partner,East,11,92.59,0.18,1018.49,835.16,496.92,338.24,,ACH,false
S005531,2025-02-28,C00531,P0317,Direct,Central,12,650.00,0.00,7800.00,7800.00,4836.00,2964.00,PROMO-C,Wire,false
S005532,2025-02-01,C00532,P0324,InsideSales,South,13,15.73,0.03,204.52,198.39,127.96,70.43,PROMO-D,Invoice,false
S005533,2025-02-02,C00533,P0331,Online,West,14,197.40,0.06,2763.60,2597.78,1740.52,857.27,PROMO-A,Card,false
S005534,2025-02-03,C00534,P0338,Partner,East,15,78.31,0.09,1174.65,1068.93,742.91,326.02,PROMO-B,ACH,false
S005535,2025-02-04,C00535,P0345,Direct,Central,1,339.50,0.12,339.50,298.76,215.11,83.65,,Wire,true
S005536,2025-03-05,C00536,P0352,InsideSales,South,2,34.97,0.15,69.94,59.44,44.29,15.16,PROMO-D,Invoice,false
S005537,2025-03-06,C00537,P0359,Online,West,3,264.00,0.18,792.00,649.44,370.18,279.26,PROMO-A,Card,false
S005538,2025-03-07,C00538,P0366,Partner,East,4,71.05,0.00,284.20,284.20,169.10,115.10,PROMO-B,ACH,false
S005539,2025-03-08,C00539,P0373,Direct,Central,5,517.00,0.03,2585.00,2507.45,1554.62,952.83,PROMO-C,Wire,false
S005540,2025-03-09,C00540,P0380,InsideSales,South,6,53.00,0.06,318.01,298.93,192.81,106.12,,Invoice,false
S005541,2025-03-10,C00541,P0387,Online,West,7,308.46,0.09,2159.22,1964.89,1316.48,648.41,PROMO-A,Card,false
S005542,2025-03-11,C00542,P0394,Partner,East,8,57.13,0.12,457.04,402.20,279.53,122.67,PROMO-B,ACH,false
S005543,2025-03-12,C00543,P0001,Direct,Central,9,250.00,0.15,2250.00,1912.50,1377.00,535.50,PROMO-C,Wire,false
S005544,2025-03-13,C00544,P0008,InsideSales,South,10,25.88,0.18,258.82,212.24,158.12,54.12,PROMO-D,Invoice,false
S005545,2025-03-14,C00545,P0015,Online,West,11,349.68,0.00,3846.48,3846.48,2192.49,1653.99,,Card,false
S005546,2025-03-15,C00546,P0022,Partner,East,12,158.53,0.03,1902.36,1845.29,1097.95,747.34,PROMO-B,ACH,false
S005547,2025-03-16,C00547,P0029,Direct,Central,13,436.50,0.06,5674.50,5334.03,3307.10,2026.93,PROMO-C,Wire,false
S005548,2025-03-17,C00548,P0036,InsideSales,South,14,44.82,0.09,627.45,570.97,368.28,202.70,PROMO-D,Invoice,false
S005549,2025-03-18,C00549,P0043,Online,West,15,426.00,0.12,6390.00,5623.20,3767.54,1855.66,PROMO-A,Card,false
S005550,2025-03-19,C00550,P0050,Partner,East,1,156.31,0.15,156.31,132.86,92.34,40.52,,ACH,false
S005551,2025-03-20,C00551,P0057,Direct,Central,2,611.00,0.18,1222.00,1002.04,721.47,280.57,PROMO-C,Wire,false
S005552,2025-03-21,C00552,P0064,InsideSales,South,3,14.80,0.00,44.41,44.41,33.08,11.32,PROMO-D,Invoice,false
S005553,2025-03-22,C00553,P0071,Online,West,4,465.60,0.03,1862.40,1806.53,1029.72,776.81,PROMO-A,Card,false
S005554,2025-03-23,C00554,P0078,Partner,East,5,139.87,0.06,699.35,657.39,391.15,266.24,PROMO-B,ACH,false
S005555,2025-03-24,C00555,P0085,Direct,Central,6,350.00,0.09,2100.00,1911.00,1184.82,726.18,,Wire,false
S005556,2025-03-25,C00556,P0092,InsideSales,South,7,36.03,0.12,252.23,221.96,143.16,78.80,PROMO-D,Invoice,false
S005557,2025-03-26,C00557,P0099,Online,West,8,501.96,0.15,4015.68,3413.33,2286.93,1126.40,PROMO-A,Card,false
S005558,2025-03-27,C00558,P0106,Partner,East,9,124.15,0.18,1117.35,916.23,636.78,279.45,PROMO-B,ACH,false
S005559,2025-03-28,C00559,P0113,Direct,Central,10,533.50,0.00,5335.00,5335.00,3841.20,1493.80,PROMO-C,Wire,false
S005560,2025-03-01,C00560,P0120,InsideSales,South,11,54.67,0.03,601.34,583.30,434.56,148.74,,Invoice,false
S005561,2025-03-02,C00561,P0127,Online,West,12,138.00,0.06,1656.00,1556.64,887.28,669.36,PROMO-A,Card,false
S005562,2025-03-03,C00562,P0134,Partner,East,13,119.77,0.09,1557.01,1416.88,843.04,573.84,PROMO-B,ACH,false
S005563,2025-03-04,C00563,P0141,Direct,Central,14,235.00,0.12,3290.00,2895.20,1795.02,1100.18,PROMO-C,Wire,false
S005564,2025-03-05,C00564,P0148,InsideSales,South,15,24.35,0.15,365.29,310.49,200.27,110.23,PROMO-D,Invoice,false
S005565,2025-03-06,C00565,P0155,Online,West,1,186.24,0.18,186.24,152.72,102.32,50.40,,Card,false
S005566,2025-04-07,C00566,P0162,Partner,East,2,104.41,0.00,208.82,208.82,145.13,63.69,PROMO-B,ACH,false
S005567,2025-04-08,C00567,P0169,Direct,Central,3,450.00,0.03,1350.00,1309.50,942.84,366.66,PROMO-C,Wire,false
S005568,2025-04-09,C00568,P0176,InsideSales,South,4,46.18,0.06,184.73,173.65,129.37,44.28,PROMO-D,Invoice,false
S005569,2025-04-10,C00569,P0183,Online,West,5,231.24,0.09,1156.20,1052.14,599.72,452.42,PROMO-A,Card,false
S005570,2025-04-11,C00570,P0190,Partner,East,6,89.77,0.12,538.62,473.99,282.02,191.96,,ACH,false
S005571,2025-04-12,C00571,P0197,Direct,Central,7,630.50,0.15,4413.50,3751.47,2325.91,1425.56,PROMO-C,Wire,false
S005572,2025-04-13,C00572,P0204,InsideSales,South,8,15.27,0.18,122.14,100.15,64.60,35.55,PROMO-D,Invoice,false
S005573,2025-04-14,C00573,P0211,Online,West,9,300.00,0.00,2700.00,2700.00,1809.00,891.00,PROMO-A,Card,false
S005574,2025-04-15,C00574,P0218,Partner,East,10,83.23,0.03,832.30,807.33,561.10,246.24,PROMO-B,ACH,false
S005575,2025-04-16,C00575,P0225,Direct,Central,11,329.00,0.06,3619.00,3401.86,2449.34,952.52,,Wire,false
S005576,2025-04-17,C00576,P0232,InsideSales,South,12,33.90,0.09,406.83,370.22,275.81,94.40,PROMO-D,Invoice,true
S005577,2025-04-18,C00577,P0239,Online,West,13,343.38,0.12,4463.94,3928.27,2239.11,1689.15,PROMO-A,Card,false
S005578,2025-04-19,C00578,P0246,Partner,East,14,68.95,0.15,965.30,820.50,488.20,332.30,PROMO-B,ACH,false
S005579,2025-04-20,C00579,P0253,Direct,Central,15,550.00,0.18,8250.00,6765.00,4194.30,2570.70,PROMO-C,Wire,false
S005580,2025-04-21,C00580,P0260,InsideSales,South,1,56.33,0.00,56.33,56.33,36.33,20.00,,Invoice,false
S005581,2025-04-22,C00581,P0267,Online,West,2,383.52,0.03,767.04,744.03,498.50,245.53,PROMO-A,Card,false
S005582,2025-04-23,C00582,P0274,Partner,East,3,55.39,0.06,166.17,156.20,108.56,47.64,PROMO-B,ACH,false
S005583,2025-04-24,C00583,P0281,Direct,Central,4,242.50,0.09,970.00,882.70,635.54,247.16,PROMO-C,Wire,false
S005584,2025-04-25,C00584,P0288,InsideSales,South,5,25.12,0.12,125.59,110.52,82.34,28.18,PROMO-D,Invoice,false
S005585,2025-04-26,C00585,P0295,Online,West,6,462.00,0.15,2772.00,2356.20,1343.03,1013.17,,Card,false
S005586,2025-04-27,C00586,P0302,Partner,East,7,46.69,0.18,326.83,268.00,159.46,108.54,PROMO-B,ACH,false
S005587,2025-04-28,C00587,P0309,Direct,Central,8,423.00,0.00,3384.00,3384.00,2098.08,1285.92,PROMO-C,Wire,false
S005588,2025-04-01,C00588,P0316,InsideSales,South,9,43.45,0.03,391.07,379.34,244.67,134.67,PROMO-D,Invoice,false
S005589,2025-04-02,C00589,P0323,Online,West,10,500.52,0.06,5005.20,4704.89,3152.27,1552.61,PROMO-A,Card,false
S005590,2025-04-03,C00590,P0330,Partner,East,11,210.79,0.09,2318.69,2110.01,1466.46,643.55,,ACH,false
S005591,2025-04-04,C00591,P0337,Direct,Central,12,650.00,0.12,7800.00,6864.00,4942.08,1921.92,PROMO-C,Wire,false
S005592,2025-04-05,C00592,P0344,InsideSales,South,13,15.73,0.15,204.52,173.84,129.51,44.33,PROMO-D,Invoice,false
S005593,2025-04-06,C00593,P0351,Online,West,14,112.80,0.18,1579.20,1294.94,738.12,556.83,PROMO-A,Card,false
S005594,2025-04-07,C00594,P0358,Partner,East,15,192.91,0.00,2893.65,2893.65,1721.72,1171.93,PROMO-B,ACH,false
S005595,2025-04-08,C00595,P0365,Direct,Central,1,339.50,0.03,339.50,329.31,204.18,125.14,,Wire,false
S005596,2025-05-09,C00596,P0372,InsideSales,South,2,34.97,0.06,69.94,65.74,42.40,23.34,PROMO-D,Invoice,false
S005597,2025-05-10,C00597,P0379,Online,West,3,174.00,0.09,522.00,475.02,318.26,156.76,PROMO-A,Card,false
S005598,2025-05-11,C00598,P0386,Partner,East,4,192.85,0.12,771.40,678.83,471.79,207.04,PROMO-B,ACH,false
S005599,2025-05-12,C00599,P0393,Direct,Central,5,517.00,0.15,2585.00,2197.25,1582.02,615.23,PROMO-C,Wire,false
S005600,2025-05-13,C00600,P0400,InsideSales,South,6,53.00,0.18,318.01,260.77,194.28,66.50,,Invoice,false
S005601,2025-05-14,C00601,P0007,Online,West,7,221.16,0.00,1548.12,1548.12,882.43,665.69,PROMO-A,Card,false
S005602,2025-05-15,C00602,P0014,Partner,East,8,116.23,0.03,929.84,901.94,536.66,365.29,PROMO-B,ACH,false
S005603,2025-05-16,C00603,P0021,Direct,Central,9,250.00,0.06,2250.00,2115.00,1311.30,803.70,PROMO-C,Wire,false
S005604,2025-05-17,C00604,P0028,InsideSales,South,10,25.88,0.09,258.82,235.53,151.92,83.61,PROMO-D,Invoice,false
S005605,2025-05-18,C00605,P0035,Online,West,11,265.08,0.12,2915.88,2565.97,1719.20,846.77,,Card,false
S005606,2025-05-19,C00606,P0042,Partner,East,12,101.23,0.15,1214.76,1032.55,717.62,314.93,PROMO-B,ACH,false
S005607,2025-05-20,C00607,P0049,Direct,Central,13,436.50,0.18,5674.50,4653.09,3350.22,1302.87,PROMO-C,Wire,false
S005608,2025-05-21,C00608,P0056,InsideSales,South,14,44.82,0.00,627.45,627.45,467.45,160.00,PROMO-D,Invoice,false
S005609,2025-05-22,C00609,P0063,Online,West,15,336.00,0.03,5040.00,4888.80,2786.62,2102.18,PROMO-A,Card,false
S005610,2025-05-23,C00610,P0070,Partner,East,1,95.41,0.06,95.41,89.69,53.36,36.32,,ACH,false
S005611,2025-05-24,C00611,P0077,Direct,Central,2,611.00,0.09,1222.00,1112.02,689.45,422.57,PROMO-C,Wire,false
S005612,2025-05-25,C00612,P0084,InsideSales,South,3,14.80,0.12,44.41,39.08,25.21,13.87,PROMO-D,Invoice,false
S005613,2025-05-26,C00613,P0091,Online,West,4,378.30,0.15,1513.20,1286.22,861.77,424.45,PROMO-A,Card,false
S005614,2025-05-27,C00614,P0098,Partner,East,5,80.77,0.18,403.85,331.16,230.15,101.00,PROMO-B,ACH,false
S005615,2025-05-28,C00615,P0105,Direct,Central,6,350.00,0.00,2100.00,2100.00,1512.00,588.00,,Wire,false
S005616,2025-05-01,C00616,P0112,InsideSales,South,7,36.03,0.03,252.23,244.66,182.27,62.39,PROMO-D,Invoice,false
S005617,2025-05-02,C00617,P0119,Online,West,8,417.36,0.06,3338.88,3138.55,1788.97,1349.58,PROMO-A,Card,true
S005618,2025-05-03,C00618,P0126,Partner,East,9,66.85,0.09,601.65,547.50,325.76,221.74,PROMO-B,ACH,false
S005619,2025-05-04,C00619,P0133,Direct,Central,10,533.50,0.12,5335.00,4694.80,2910.78,1784.02,PROMO-C,Wire,false
S005620,2025-05-05,C00620,P0140,InsideSales,South,11,54.67,0.15,601.34,511.14,329.69,181.46,,Invoice,false
S005621,2025-05-06,C00621,P0147,Online,West,12,498.00,0.18,5976.00,4900.32,3283.21,1617.11,PROMO-A,Card,false
S005622,2025-05-07,C00622,P0154,Partner,East,13,58.87,0.00,765.31,765.31,531.89,233.42,PROMO-B,ACH,false
S005623,2025-05-08,C00623,P0161,Direct,Central,14,235.00,0.03,3290.00,3191.30,2297.74,893.56,PROMO-C,Wire,false
S005624,2025-05-09,C00624,P0168,InsideSales,South,15,24.35,0.06,365.29,343.37,255.81,87.56,PROMO-D,Invoice,false
S005625,2025-05-10,C00625,P0175,Online,West,1,535.44,0.09,535.44,487.25,277.73,209.52,,Card,false
S005626,2025-06-11,C99999,P0182,Partner,East,2,45.31,0.12,90.62,79.75,47.45,32.30,PROMO-B,ACH,false
S005627,2025-06-12,C00627,P0189,Direct,Central,3,450.00,0.15,1350.00,1147.50,711.45,436.05,PROMO-C,Wire,false
S005628,2025-06-13,C00628,P0196,InsideSales,South,4,46.18,0.18,184.73,151.48,97.70,53.77,PROMO-D,Invoice,false
S005629,2025-06-14,C00629,P0203,Online,West,5,146.64,0.00,733.20,733.20,491.24,241.96,PROMO-A,Card,false
S005630,2025-06-15,C00630,P0210,Partner,East,6,204.37,0.03,1226.22,1189.43,826.66,362.78,,ACH,false
S005631,2025-06-16,C00631,P0217,Direct,Central,7,630.50,0.06,4413.50,4148.69,2987.06,1161.63,PROMO-C,Wire,false
S005632,2025-06-17,C00632,P0224,InsideSales,South,8,15.27,0.09,122.14,111.15,82.80,28.34,PROMO-D,Invoice,false
S005633,2025-06-18,C00633,P9999,Online,West,9,199.00,0.12,1791.00,1576.08,898.37,677.71,PROMO-A,Card,false
S005634,2025-06-19,C00634,P0238,Partner,East,10,205.03,0.15,2050.30,1742.75,1036.94,705.82,PROMO-B,ACH,false
S005635,2025-06-20,C00635,P0245,Direct,Central,11,329.00,0.18,3619.00,2967.58,1839.90,1127.68,,Wire,false
S005636,2025-06-21,C00636,P0252,InsideSales,South,12,33.90,0.00,406.83,406.83,262.41,144.42,PROMO-D,Invoice,false
S005637,2025-06-22,C00637,P0259,Online,West,13,256.08,0.03,3329.04,3229.17,2163.54,1065.63,PROMO-A,Card,false
S005638,2025-06-23,C00638,P0266,Partner,East,14,187.15,0.06,2620.10,2462.89,1711.71,751.18,PROMO-B,ACH,false
S005639,2025-06-24,C00639,P0273,Direct,Central,15,550.00,0.09,8250.00,7507.50,5405.40,2102.10,PROMO-C,Wire,false
S005640,2025-06-25,C00640,P0280,InsideSales,South,1,56.33,0.12,56.33,49.57,36.93,12.64,,Invoice,false
S005641,2025-06-26,C00641,P0287,Online,West,2,298.92,0.15,597.84,508.16,289.65,218.51,PROMO-A,Card,false
S005642,2025-06-27,C00642,P0294,Partner,East,3,169.99,0.18,509.97,418.18,248.81,169.36,PROMO-B,ACH,false
S005643,2025-06-28,C00643,P0301,Direct,Central,4,242.50,0.00,970.00,970.00,601.40,368.60,PROMO-C,Wire,false
S005644,2025-06-01,C00644,P0308,InsideSales,South,5,25.12,0.03,125.59,121.82,78.57,43.25,PROMO-D,Invoice,false
S005645,2025-06-02,C00645,P0315,Online,West,6,372.00,0.06,2232.00,2098.08,1405.71,692.37,,Card,false
S005646,2025-06-03,C00646,P0322,Partner,East,7,168.49,0.09,1179.43,1073.28,745.93,327.35,PROMO-B,ACH,false
S005647,2025-06-04,C00647,P0329,Direct,Central,8,423.00,0.12,3384.00,2977.92,2144.10,833.82,PROMO-C,Wire,false
S005648,2025-06-05,C00648,P0336,InsideSales,South,9,43.45,0.15,391.07,332.41,247.65,84.76,PROMO-D,Invoice,false
S005649,2025-06-06,C00649,P0343,Online,West,10,413.22,0.18,4132.20,3388.40,1931.39,1457.01,PROMO-A,Card,false
S005650,2025-06-07,C00650,P0350,Partner,East,11,151.69,0.00,1668.59,1668.59,992.81,675.78,,ACH,false
S005651,2025-06-08,C00651,P0357,Direct,Central,12,650.00,0.03,7800.00,7566.00,4690.92,2875.08,PROMO-C,Wire,false
S005652,2025-06-09,C00652,P0364,InsideSales,South,13,15.73,0.06,204.52,192.25,124.00,68.25,PROMO-D,Invoice,false
S005653,2025-06-10,C00653,P0371,Online,West,14,451.20,0.09,6316.80,5748.29,3851.35,1896.94,PROMO-A,Card,false
S005654,2025-06-11,C00654,P0378,Partner,East,15,135.61,0.12,2034.15,1790.05,1244.09,545.97,PROMO-B,ACH,false
S005655,2025-06-12,C00655,P0385,Direct,Central,1,339.50,0.15,339.50,288.57,207.77,80.80,,Wire,false
S005656,2025-07-13,C00656,P0392,InsideSales,South,2,34.97,0.18,69.94,57.35,42.72,14.62,PROMO-D,Invoice,false
S005657,2025-07-14,C00657,P0399,Online,West,3,534.00,0.00,1602.00,1602.00,913.14,688.86,PROMO-A,Card,false
S005658,2025-07-15,C00658,P0006,Partner,East,4,71.05,0.03,284.20,275.67,164.03,111.65,PROMO-B,ACH,true
S005659,2025-07-16,C00659,P0013,Direct,Central,5,517.00,0.06,2585.00,2429.90,1506.54,923.36,PROMO-C,Wire,false
S005660,2025-07-17,C00660,P0020,InsideSales,South,6,53.00,0.09,318.01,289.39,186.66,102.73,,Invoice,false
S005661,2025-07-18,C00661,P0027,Online,West,7,133.86,0.12,937.02,824.58,552.47,272.11,PROMO-A,Card,false
S005662,2025-07-19,C00662,P0034,Partner,East,8,57.13,0.15,457.04,388.48,270.00,118.49,PROMO-B,ACH,false
S005663,2025-07-20,C00663,P0041,Direct,Central,9,250.00,0.18,2250.00,1845.00,1328.40,516.60,PROMO-C,Wire,false
S005664,2025-07-21,C00664,P0048,InsideSales,South,10,25.88,0.00,258.82,258.82,192.82,66.00,PROMO-D,Invoice,false
S005665,2025-07-22,C00665,P0055,Online,West,11,180.48,0.03,1985.28,1925.72,1097.66,828.06,,Card,false
S005666,2025-07-23,C00666,P0062,Partner,East,12,43.93,0.06,527.16,495.53,294.84,200.69,PROMO-B,ACH,false
S005667,2025-07-24,C00667,P0069,Direct,Central,13,436.50,0.09,5674.50,5163.80,3201.55,1962.24,PROMO-C,Wire,false
S005668,2025-07-25,C00668,P0076,InsideSales,South,14,44.82,0.12,627.45,552.15,356.14,196.01,PROMO-D,Invoice,false
S005669,2025-07-26,C00669,P0083,Online,West,15,246.00,0.15,3690.00,3136.50,2101.45,1035.05,PROMO-A,Card,false
S005670,2025-07-27,C00670,P0090,Partner,East,1,217.21,0.18,217.21,178.11,123.79,54.32,,ACH,false
S005671,2025-07-28,C00671,P0097,Direct,Central,2,611.00,0.00,1222.00,1222.00,879.84,342.16,PROMO-C,Wire,false
